15,23/04/2006 00:00,London Marathon,London,London,England,26,42,7293,16966,30/12/1899 04:21:57,#http://www.london-marathon.co.uk/#,http://2006race.london-marathon.co.uk/2006/#http://2006race.london-marathon.co.uk/2006/#,http://www.marathonfoto.com/order_my_photos.cfm?RaceOID=19802006S1&LastName=GENNERY&BibNumber=7293&Language=en&BFI=b64a4v9thd&Frames=true&Flash=true&FlashVersion=7&Height=768&Width=1024&Index2Home=true,0,Raised £450 for Macmillan Cancer Relief
16,15/07/2006 00:00,Sport Relief,Birmingham,West Midlands,England,1,,C4137119,,30/12/1899 00:06:38,#http://www.sportrelief.com/#,,,1,Raised £20 for Sport Relief
17,01/10/2006 00:00,Great North Run,Newcastle,Tyne and Wear,England,13,21,14395,14395,30/12/1899 01:45:43,#http://www.greatrun.org/#,#http://secure.greatrun.org/results/quickresults.php#,#http://www.marathon-photos.com/marathon.html?job=Sports%2FCPUK%2F2006%20Sports%2FGreat%20North%20Run;&lang=eng#,0,
18,22/10/2006 00:00,Lady Godiva Half Marathon,Coventry,West Midlands,England,13,21,2211,353 / 1712,30/12/1899 01:43:02,#http://www.ladygodiva-halfmarathon.co.uk/#,#http://www.ladygodiva-halfmarathon.co.uk/documents/Lady%20Godiva%20Half%20Marathon%20Results.xls#,#http://www.sportcam.net/site3/public/results.php?bib_number=2211&family_name=&event=652&search=1#,0,Personal Best / Half Marathon
19,25/03/2007 00:00,Run Liverpool,Liverpool,Merseyside,England,13,21,2671,1257,30/12/1899 01:46:46,#http://www.runliverpool.org.uk/#,#http://www.theresults.co.uk/running_results_search.php?number=2671&class=&event=2%2F#,#http://www.marathon-photos.com/marathon.html?job=Sports%2FCPUK%2F2007%20Sports%2FLiverpool%20Half%20Marathon;match=2671#,0,
20,13/05/2007 00:00,Knowle Fun Run,"Knowle, Solihull",West Midlands,England,5,8,257,98 / 1433,30/12/1899 00:35:12,#http://www.knowlefunrun.org.uk/#,#http://www.knowlefunrun.org.uk/results/2007.php#,#http://www.knowlefunrun.org.uk/photos/2007/gallery1/#,1,Personal Best / 1st Run at 7 minute/mile pace
21,14/10/2007 00:00,Toronto Marathon,Toronto,Ontario,Canada,26,42,972,1144 / 1773,30/12/1899 04:20:41,#http://www.torontomarathon.com/#,#http://www.sportstats.ca/display-results.php?lang=eng&racecode=41651&first=&last=Gennery&page=0&sortby=place&city=&sizeofpage=200&limit=2000#,#http://www.marathonfoto.com/order_my_photos.cfm?RaceOID=22132007M1&LastName=GENNERY&BibNumber=972&Language=en&Mailing=5947&BFI=6gegj34fcb&Frames=true&Flash=true&FlashVersion=7&Height=768&Width=1024&Index2Home=true#,0,
22,21/10/2007 00:00,Lady Godiva Half Marathon,Coventry,West Midlands,England,13,21,1745,544,30/12/1899 01:47:07,#http://www.ladygodiva-halfmarathon.co.uk/#,#http://www.raceahead.net/SearchResults.aspx#,#http://www.marathon-photos.com/marathon.html?job=Sports%2FCPUK%2F2007%20Sports%2FLady%20Godiva%20Half%20Marathon;match=1745#,0,
23,13/04/2008 00:00,London Marathon,London,London,England,26,42,18551,110074,30/12/1899 03:58:30,#http://www.london-marathon.co.uk/#,#http://results-2008.london-marathon.co.uk/index.php?lastname=&firstname=&club=&gender=&nation=&event_id=MAS&position=&split=FINISHNET&Submit=show+results+%3E%3E&a=d&o=s&start_no=18551&ostart_no=18551#,#http://www.marathonfoto.com/order_my_photos.cfm?RaceOID=19802008W4&LastName=GENNERY&BibNumber=18551&Language=en&Mailing=14719&BFI=6gf85rg8f1&Frames=true&Flash=true&FlashVersion=7&Height=768&Width=1024&Index2Home=true#,0,Raised £400 for Alzheimers Society
24,19/10/2008 00:00,Lady Godiva Half Marathon,Coventry,West Midlands,England,13,21,1478,105,30/12/1899 01:31:16,#http://www.ladygodiva-halfmarathon.co.uk/#,#http://www.racelive.co.uk/applet-index.php?content=1&race=190&show_type=Individuals&refresh=60&bib=1478&event_id=LADY08&event_id=LADY08#,#http://www4.marathon-photos.com/scripts/event_entry.py?job=Sports/CPUK/2008%20Sports/Lady%20Godiva%20Half%20Marathon&match=1478#,1,Personal Best / Half Marathon / 1st sub 100 minutes time / 1st Half Marathon at 7 minute/mile pace
25,26/10/2008 00:00,Birmingham Half Marathon,Birmingham,West Midlands,England,13,21,787,242,30/12/1899 01:32:08,#http://www.birminghamhalfmarathon.com/#,http://www.birminghamhalfmarathon.com/results/results-2008,http://www4.marathon-photos.com/scripts/event_entry.py?job=Sports%2FCPUK%2F2008+Sports%2FEDF+Energy+Birmingham+Half+Marathon&match=787,0,
26,27/07/2009 00:00,Gloucester Half Marathon,Gloucester,Gloucestershire,England,13,21,415,87 / 386,30/12/1899 01:37:59,#http://www.gloucesterac.co.uk/html/half_marathon.html#,#http://www.gloucesterac.co.uk/html/half2009.html#,#http://www.gloucesterac.co.uk/html/video_clips.html#,0,
27,20/09/2009 00:00,Berlin Marathon,Berlin,Berlin,Germany,26,42,11173,15852,30/12/1899 04:11:37,#http://www.real-berlin-marathon.com/events/berlin_marathon/2009/index.en.php#,#http://berlin.mikatiming.de/2009/index.php?content=detail&id=00001705C9AEDC00001CA28D&lang=EN&event=MAL&ageclass=##,#http://www.marathonfoto.com/order_my_photos.cfm?BFI=kc2oxa63j4&Language=en#,0,
28,11/09/2009 00:00,Birmingham Half Marathon,Birmingham,West Midlands,England,13,21,3113,1235,30/12/1899 01:37:40,#http://www.birminghamhalfmarathon.com/#,#http://www.birminghamhalfmarathon.com/results/results-2009#,#http://www.marathon-photos.com/scripts/event_entry.py?event=Sports/CPUK/2009/EDF%20Energy%20Birmingham%20Half%20Marathon;match=3113#,0,
29,25/10/2009 00:00,Coventry Half Marathon,Coventry,West Midlands,England,13,21,1692,179,30/12/1899 01:36:46,#http://coventryhalf.com/#,#http://www.raceplus.co.uk/raceplus-index.php?event_id=LADY09&show_type=Individuals&old_race_id=10197&criteria_change=1&competitor_individual=&race=10197&show_type=Individuals&search_competitor_1=&competitor_1=0&search_competitor_2=&competitor_2=0&search_competitor_3=&competitor_3=0&search_competitor_4=&competitor_4=0&search_competitor_5=&competitor_5=0&search_competitor_6=&competitor_6=0&bib=1692&club=&category=&gender=&Submit=Submit#,#http://www.marathon-photos.com/scripts/event_entry.py?event=Sports/CPUK/2009/Coventry%20Half%20Marathon&match=1692#,0,
30,23/05/2010 00:00,Coventry Half Marathon,Coventry,West Midlands,England,13,21,185,326,30/12/1899 01:45:36,#http://coventryhalf.com/#,#https://www.raceplus.co.uk/raceplus-individual.php?competitor_individual=185&content=1&race=10830&show_type=All&event_id=COV10&page=4&event_id=COV10#,#http://www.marathon-photos.com/scripts/event_entry.py?event=Sports%2FCPUK%2F2010%2FCoventry+Half+Marathon&new_search=1&match=185#,0,
31,24/10/2010 00:00,Birmingham Half Marathon,Birmingham,West Midlands,England,13,21,3468,1985,30/12/1899 01:39:49,#http://www.birminghamhalfmarathon.com/#,#http://www.birminghamhalfmarathon.com/Results.aspx#,#http://www.marathon-photos.com/scripts/event.py?event=Sports%2FCPUK%2F2010%2FEDF+Energy+Birmingham+Half+Marathon&new_search=1&match=3468#,0,Raised £100 for the Bobby Moore Fund
32,17/03/2012 00:00,Beh Luzankami,Brno,Moravia,Czech Republic,2,3,122,32,30/12/1899 00:13:50,#http://www.behluzankami.cz/index.php#,#http://www.behluzankami.cz/vysledky/Vysledkova_listina_Luzanky_2012.pdf#,,1,
33,13/05/2012 00:00,Prague Marathon,Prague,Prague,Czech Republic,26,42,1578,5353,30/12/1899 05:21:06,#http://www.praguemarathon.com/en#,#http://www.tds-live.com/ns/index.jsp?login=&password=&is_domenica=0&nextRaceId=&dpbib=&dpcat=&dpsex=&servizio=000&pageType=1&locale=2057&id=4712##,#http://www.marathon-photos.com/scripts/event.py?event=Sports/GKDE/2012/Prague%20Marathon&match=1578&name=Michael#video#,0,
34,20/10/2013 00:00,Bupa Great Birmingham Run,Birmingham,West Midlands,England,13,21,2892,3269,30/12/1899 01:48:21,#http://www.greatrun.org/Events/Event.aspx?id=14#,#http://www.greatrun.org/Results/Default.aspx#,#http://www.greatrun.org/photos/photos.aspx?ref=greatrun&event=Sports/GRUK/2013/Bupa%20Great%20Birmingham%20Run#,0,
35,19/10/2014 00:00,Bupa Great Birmingham Run,Birmingham,West Midlands,England,13,21,1385,500,30/12/1899 01:31:42,#http://www.greatrun.org/Events/Event.aspx?id=14#,#http://www.greatrun.org/Results/Default.aspx#,#http://www.greatrun.org/photos/photos.aspx?ref=greatrun&event=Sports/GRUK/2014/Bupa%20Great%20Birmingham%20Run#,0,
36,31/05/2015 00:00,Great Midlands Fun Run,Sutton Coldfield,West Midlands,England,8,13,5110,354,30/12/1899 01:05:05,#http://www.greatmidlandsfunrun.com/#,#http://www.greatmidlandsfunrun.com/fun-run-day/name#,#http://www.greatmidlandsfunrun.com/photos/2015-fun-run-photos#,0,
37,18/10/2015 00:00,TCS Amsterdam Marathon,Amsterdam,North Holland,Netherlands,26,42,9284,5151 / 12359,30/12/1899 03:49:01,http://www.tcsamsterdammarathon.nl/en/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L38,http://www.tcsamsterdammarathon.nl/en/results-2015/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M38,http://www.marathon-photos.com/scripts/event.py?template=MPX2&event=Sports/NFNL/2015/Amsterdam%20Marathon&match=9284#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!N38,1,Personal Best / Full Marathon
38,01/05/2016 00:00,Great Limerick Run,Limerick,Limerick,Ireland,13,21,3553,503,30/12/1899 01:46:54,http://www.greatlimerickrun.com/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L39,http://tdleventservices.co.uk/race-results.php?event=2218&racenumber=3553#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M39,http://www.finisherpix.com/photos/my-photos/currency/EUR/pctrl/Photos/paction/search/pevent/great-limerick-run-2016/pbib/3553.html?utm_source=1702_Great_Limerick_Run_2016&utm_campaign=e4c934e282-1702_Great_Limerick_Run_2016_3rd&utm_medium=email&utm_term=0#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!N39,0,
39,18/09/2016 00:00,Belfast Half Marathon,Belfast,Antrim,Northern Ireland,13,21,812,1143,30/12/1899 01:54:16,http://www.belfastcitymarathon.com/half-marathon#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L40,http://www.belfastlive.co.uk/sport/other-sport/belfast-half-marathon-2016-official-11850976#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M40,http://www.finisherpix.com/photos/my-photos/currency/EUR/pctrl/Photos/paction/search/pevent/deep-river-rock-belfast-city-half-marathon-2016/pbib/812.html#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!N40,0,
40,29/03/2017 00:00,Queens 2017 5K Race,Belfast,Antrim,Northern Ireland,3,5,464,609,30/12/1899 00:26:28,http://www.queenssport5k.com/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L41,http://www.championchipireland.com/results/index.php#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M41,,1,
41,04/03/2018 00:00,Anglesey Half Marathon,Anglesey,Anglesey,Wales,13,21,781,420,30/12/1899 01:52:31,http://alwaysaimhighevents.com/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L42,https://www.tdleventservices.co.uk/event-results/events?event=2815#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M42,https://www.sportpictures.cymru/keyword/n-BV5zKQ/781/,0,
42,16/09/2018 00:00,Blackmores Sydney Marathon,Sydney,NSW,Australia,26,42,4442,262,30/12/1899 04:31:25,https://www.sydneyrunningfestival.com.au/#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!L43,https://secure.tiktok.biz/results/view/srf/2018/04442#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!M43,https://www.marathon-photos.com/scripts/event.py?event=Sports/2018/Blackmores%20Sydney%20Running%20Festival&match=4442&name=Michael&new_search=1#Marathon_Resume___Michael_Gennery_2018.xlsx#Sheet1!N43,0,
